SA,PCT,CHO_CHN_No,CHN,CST_No,CST,IHA_No,IHA,Region,HR_abbr
268090004,Armagh Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268090005,Armagh Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268090006,Armagh Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268090007,Armagh Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268091001,Old Country Road,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268091002,Old Country Road,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268091003,Old Country Road,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268091004,Old Country Road,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268091005,Old Country Road,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268091006,Old Country Road,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268091007,Old Country Road,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268091008,Old Country Road,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268091009,Old Country Road,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268091010,Old Country Road,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268091011,Old Country Road,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268091012,Old Country Road,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268091013,Old Country Road,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268091014,Old Country Road,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268092001,Parnell Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268092002,Parnell Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268092003,Parnell Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268092004,Parnell Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268092005,Parnell Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268092006,Parnell Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268092007,Parnell Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268092008/01,Parnell Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268092008/02,Parnell Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268092008/03,Parnell Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268092009,Parnell Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268092010,Parnell Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268092011,Parnell Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268092012,Parnell Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268092013,Parnell Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268093001,Old Country Road,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268093002,Old Country Road,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268093003,Old Country Road,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268093004,Old Country Road,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268093005,Old Country Road,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268093006,Old Country Road,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268093007,Old Country Road,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268093008,Old Country Road,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268093009,Old Country Road,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268093010,Old Country Road,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268094001,Armagh Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268094002,Armagh Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268094003,Armagh Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268094004,Armagh Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268094005,Armagh Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268094006,Armagh Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268094007,Armagh Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268094008,Armagh Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268094009,Armagh Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268094010,Armagh Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268094011,Armagh Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268094012,Armagh Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268094013,Armagh Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268094014,Armagh Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268095001,Drumfinn,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268095002,Drumfinn,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268095003,Drumfinn,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268095004,Drumfinn,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268095005,Drumfinn,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268095006,Drumfinn,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268095007,Drumfinn,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268095008,Drumfinn,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268095009,Drumfinn,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268096001,Pearse St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268096002,Pearse St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268096003,Pearse St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268096004,Pearse St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268096005,Pearse St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268096006,Pearse St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268096007,Pearse St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268096008,Pearse St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268096009,Pearse St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268096010,Pearse St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268096011,Pearse St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268096012,Pearse St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268096013,Pearse St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268096014,Pearse St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268096015,Pearse St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268096016,Pearse St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268096017,Pearse St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268096018,Pearse St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268096019,Pearse St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268096020,Pearse St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268097001,Pearse St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268097002,Pearse St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268097003,Pearse St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268097004,Pearse St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268098001,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268098002,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268098003,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268098004,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268098005,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268098006,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268098007,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268098008,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268098009,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268098010,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268099001,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268099002,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268099003,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268099004,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268099005,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268099006,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268099007,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268099008,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268099009,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268099010,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268099011,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268099012,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268099013,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268099014,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268099015,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268099016,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268099017,James St,CHO 7 - 1,South Dublin Inner City,CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
